index,dteday,season_nm,weathersit_nm,temp_val,casual,registered,cnt
366,2012-01-02,Spring,Clear,5.0,244,1707,1951
367,2012-01-03,Spring,Clear,-1.0,89,2147,2236
368,2012-01-04,Spring,Mist + Cloudy,-3.0,95,2273,2368
369,2012-01-05,Spring,Clear,4.0,140,3132,3272
370,2012-01-06,Spring,Clear,8.0,307,3791,4098
371,2012-01-07,Spring,Clear,10.0,1070,3451,4521
372,2012-01-08,Spring,Clear,8.0,599,2826,3425
373,2012-01-09,Spring,Mist + Cloudy,3.0,106,2270,2376
374,2012-01-10,Spring,Clear,7.0,173,3425,3598
375,2012-01-11,Spring,Mist + Cloudy,5.0,92,2085,2177
376,2012-01-12,Spring,Mist + Cloudy,10.0,269,3828,4097
377,2012-01-13,Spring,Clear,5.0,174,3040,3214
378,2012-01-14,Spring,Clear,0.0,333,2160,2493
379,2012-01-15,Spring,Clear,-0.0,284,2027,2311
380,2012-01-16,Spring,Clear,1.0,217,2081,2298
381,2012-01-17,Spring,Mist + Cloudy,10.0,127,2808,2935
382,2012-01-18,Spring,Clear,6.0,109,3267,3376
383,2012-01-19,Spring,Clear,1.0,130,3162,3292
384,2012-01-20,Spring,Mist + Cloudy,2.0,115,3048,3163
385,2012-01-21,Spring,Mist + Cloudy,0.0,67,1234,1301
386,2012-01-22,Spring,Mist + Cloudy,-0.0,196,1781,1977
387,2012-01-23,Spring,Mist + Cloudy,2.0,145,2287,2432
388,2012-01-24,Spring,Clear,8.0,439,3900,4339
389,2012-01-25,Spring,Clear,6.0,467,3803,4270
390,2012-01-26,Spring,Mist + Cloudy,8.0,244,3831,4075
391,2012-01-27,Spring,Mist + Cloudy,12.0,269,3187,3456
392,2012-01-28,Spring,Clear,7.0,775,3248,4023
393,2012-01-29,Spring,Clear,5.0,558,2685,3243
394,2012-01-30,Spring,Clear,5.0,126,3498,3624
395,2012-01-31,Spring,Clear,10.0,324,4185,4509
396,2012-02-01,Spring,Clear,14.0,304,4275,4579
397,2012-02-02,Spring,Mist + Cloudy,11.0,190,3571,3761
398,2012-02-03,Spring,Clear,7.0,310,3841,4151
399,2012-02-04,Spring,Mist + Cloudy,4.0,384,2448,2832
400,2012-02-05,Spring,Mist + Cloudy,4.0,318,2629,2947
401,2012-02-06,Spring,Clear,5.0,206,3578,3784
402,2012-02-07,Spring,Clear,9.0,199,4176,4375
403,2012-02-08,Spring,Mist + Cloudy,4.0,109,2693,2802
404,2012-02-09,Spring,Clear,4.0,163,3667,3830
405,2012-02-10,Spring,Mist + Cloudy,5.0,227,3604,3831
406,2012-02-11,Spring,Light Snow/Rain,3.0,192,1977,2169
407,2012-02-12,Spring,Clear,-2.0,73,1456,1529
408,2012-02-13,Spring,Clear,2.0,94,3328,3422
409,2012-02-14,Spring,Mist + Cloudy,7.0,135,3787,3922
410,2012-02-15,Spring,Clear,8.0,141,4028,4169
411,2012-02-16,Spring,Mist + Cloudy,7.0,74,2931,3005
412,2012-02-17,Spring,Clear,8.0,349,3805,4154
413,2012-02-18,Spring,Clear,8.0,1435,2883,4318
414,2012-02-19,Spring,Mist + Cloudy,5.0,618,2071,2689
415,2012-02-20,Spring,Clear,5.0,502,2627,3129
416,2012-02-21,Spring,Clear,6.0,163,3614,3777
417,2012-02-22,Spring,Clear,11.0,394,4379,4773
418,2012-02-23,Spring,Clear,13.0,516,4546,5062
419,2012-02-24,Spring,Mist + Cloudy,11.0,246,3241,3487
420,2012-02-25,Spring,Clear,6.0,317,2415,2732
421,2012-02-26,Spring,Clear,5.0,515,2874,3389
422,2012-02-27,Spring,Clear,9.0,253,4069,4322
423,2012-02-28,Spring,Clear,9.0,229,4134,4363
424,2012-02-29,Spring,Mist + Cloudy,8.0,65,1769,1834
425,2012-03-01,Spring,Clear,15.0,325,4665,4990
426,2012-03-02,Spring,Mist + Cloudy,9.0,246,2948,3194
427,2012-03-03,Spring,Mist + Cloudy,11.0,956,3110,4066
428,2012-03-04,Spring,Clear,7.0,710,2713,3423
429,2012-03-05,Spring,Clear,3.0,203,3130,3333
430,2012-03-06,Spring,Clear,4.0,221,3735,3956
431,2012-03-07,Spring,Clear,11.0,432,4484,4916
432,2012-03-08,Spring,Clear,17.0,486,4896,5382
433,2012-03-09,Spring,Mist + Cloudy,11.0,447,4122,4569
434,2012-03-10,Spring,Clear,6.0,968,3150,4118
435,2012-03-11,Spring,Clear,9.0,1658,3253,4911
436,2012-03-12,Spring,Clear,14.0,838,4460,5298
437,2012-03-13,Spring,Clear,19.0,762,5085,5847
438,2012-03-14,Spring,Clear,19.0,997,5315,6312
439,2012-03-15,Spring,Clear,18.0,1005,5187,6192
440,2012-03-16,Spring,Mist + Cloudy,12.0,548,3830,4378
441,2012-03-17,Spring,Mist + Cloudy,16.0,3155,4681,7836
442,2012-03-18,Spring,Mist + Cloudy,14.0,2207,3685,5892
443,2012-03-19,Spring,Clear,18.0,982,5171,6153
444,2012-03-20,Spring,Clear,18.0,1051,5042,6093
445,2012-03-21,Summer,Mist + Cloudy,17.0,1122,5108,6230
446,2012-03-22,Summer,Clear,18.0,1334,5537,6871
447,2012-03-23,Summer,Mist + Cloudy,20.0,2469,5893,8362
448,2012-03-24,Summer,Mist + Cloudy,16.0,1033,2339,3372
449,2012-03-25,Summer,Mist + Cloudy,13.0,1532,3464,4996
450,2012-03-26,Summer,Clear,13.0,795,4763,5558
451,2012-03-27,Summer,Clear,7.0,531,4571,5102
452,2012-03-28,Summer,Clear,15.0,674,5024,5698
453,2012-03-29,Summer,Clear,15.0,834,5299,6133
454,2012-03-30,Summer,Mist + Cloudy,9.0,796,4663,5459
455,2012-03-31,Summer,Mist + Cloudy,12.0,2301,3934,6235
456,2012-04-01,Summer,Mist + Cloudy,12.0,2347,3694,6041
457,2012-04-02,Summer,Clear,12.0,1208,4728,5936
458,2012-04-03,Summer,Clear,14.0,1348,5424,6772
459,2012-04-04,Summer,Clear,17.0,1058,5378,6436
460,2012-04-05,Summer,Clear,12.0,1192,5265,6457
461,2012-04-06,Summer,Clear,11.0,1807,4653,6460
462,2012-04-07,Summer,Clear,13.0,3252,3605,6857
463,2012-04-08,Summer,Clear,16.0,2230,2939,5169
464,2012-04-09,Summer,Clear,15.0,905,4680,5585
465,2012-04-10,Summer,Clear,13.0,819,5099,5918
466,2012-04-11,Summer,Clear,8.0,482,4380,4862
467,2012-04-12,Summer,Clear,11.0,663,4746,5409
468,2012-04-13,Summer,Clear,13.0,1252,5146,6398
469,2012-04-14,Summer,Clear,15.0,2795,4665,7460
470,2012-04-15,Summer,Clear,21.0,2846,4286,7132
471,2012-04-16,Summer,Clear,23.0,1198,5172,6370
472,2012-04-17,Summer,Clear,21.0,989,5702,6691
473,2012-04-18,Summer,Mist + Cloudy,14.0,347,4020,4367
474,2012-04-19,Summer,Clear,15.0,846,5719,6565
475,2012-04-20,Summer,Clear,17.0,1340,5950,7290
476,2012-04-21,Summer,Clear,19.0,2541,4083,6624
477,2012-04-22,Summer,Light Snow/Rain,11.0,120,907,1027
478,2012-04-23,Summer,Mist + Cloudy,7.0,195,3019,3214
479,2012-04-24,Summer,Clear,11.0,518,5115,5633
480,2012-04-25,Summer,Clear,14.0,655,5541,6196
481,2012-04-26,Summer,Mist + Cloudy,15.0,475,4551,5026
482,2012-04-27,Summer,Clear,14.0,1014,5219,6233
483,2012-04-28,Summer,Mist + Cloudy,10.0,1120,3100,4220
484,2012-04-29,Summer,Clear,14.0,2229,4075,6304
485,2012-04-30,Summer,Mist + Cloudy,14.0,665,4907,5572
486,2012-05-01,Summer,Mist + Cloudy,21.0,653,5087,5740
487,2012-05-02,Summer,Clear,19.0,667,5502,6169
488,2012-05-03,Summer,Mist + Cloudy,18.0,764,5657,6421
489,2012-05-04,Summer,Clear,21.0,1069,5227,6296
490,2012-05-05,Summer,Mist + Cloudy,21.0,2496,4387,6883
491,2012-05-06,Summer,Mist + Cloudy,18.0,2135,4224,6359
492,2012-05-07,Summer,Mist + Cloudy,17.0,1008,5265,6273
493,2012-05-08,Summer,Mist + Cloudy,19.0,738,4990,5728
494,2012-05-09,Summer,Mist + Cloudy,19.0,620,4097,4717
495,2012-05-10,Summer,Clear,16.0,1026,5546,6572
496,2012-05-11,Summer,Clear,17.0,1319,5711,7030
497,2012-05-12,Summer,Clear,19.0,2622,4807,7429
498,2012-05-13,Summer,Clear,21.0,2172,3946,6118
499,2012-05-14,Summer,Mist + Cloudy,19.0,342,2501,2843
500,2012-05-15,Summer,Mist + Cloudy,21.0,625,4490,5115
501,2012-05-16,Summer,Clear,22.0,991,6433,7424
502,2012-05-17,Summer,Clear,20.0,1242,6142,7384
503,2012-05-18,Summer,Clear,19.0,1521,6118,7639
504,2012-05-19,Summer,Clear,20.0,3410,4884,8294
505,2012-05-20,Summer,Clear,21.0,2704,4425,7129
506,2012-05-21,Summer,Mist + Cloudy,20.0,630,3729,4359
507,2012-05-22,Summer,Mist + Cloudy,21.0,819,5254,6073
508,2012-05-23,Summer,Mist + Cloudy,21.0,766,4494,5260
509,2012-05-24,Summer,Clear,23.0,1059,5711,6770
510,2012-05-25,Summer,Clear,24.0,1417,5317,6734
511,2012-05-26,Summer,Clear,25.0,2855,3681,6536
512,2012-05-27,Summer,Clear,24.0,3283,3308,6591
513,2012-05-28,Summer,Clear,25.0,2557,3486,6043
514,2012-05-29,Summer,Clear,26.0,880,4863,5743
515,2012-05-30,Summer,Mist + Cloudy,23.0,745,6110,6855
516,2012-05-31,Summer,Clear,24.0,1100,6238,7338
517,2012-06-01,Summer,Mist + Cloudy,23.0,533,3594,4127
518,2012-06-02,Summer,Clear,19.0,2795,5325,8120
519,2012-06-03,Summer,Clear,20.0,2494,5147,7641
520,2012-06-04,Summer,Clear,20.0,1071,5927,6998
521,2012-06-05,Summer,Mist + Cloudy,17.0,968,6033,7001
522,2012-06-06,Summer,Clear,18.0,1027,6028,7055
523,2012-06-07,Summer,Clear,20.0,1038,6456,7494
524,2012-06-08,Summer,Clear,23.0,1488,6248,7736
525,2012-06-09,Summer,Clear,25.0,2708,4790,7498
526,2012-06-10,Summer,Clear,26.0,2224,4374,6598
527,2012-06-11,Summer,Mist + Cloudy,26.0,1017,5647,6664
528,2012-06-12,Summer,Mist + Cloudy,23.0,477,4495,4972
529,2012-06-13,Summer,Clear,23.0,1173,6248,7421
530,2012-06-14,Summer,Clear,22.0,1180,6183,7363
531,2012-06-15,Summer,Clear,22.0,1563,6102,7665
532,2012-06-16,Summer,Clear,22.0,2963,4739,7702
533,2012-06-17,Summer,Clear,20.0,2634,4344,6978
534,2012-06-18,Summer,Mist + Cloudy,19.0,653,4446,5099
535,2012-06-19,Summer,Clear,24.0,968,5857,6825
536,2012-06-20,Summer,Clear,29.0,872,5339,6211
537,2012-06-21,Fall,Clear,30.0,778,5127,5905
538,2012-06-22,Fall,Clear,29.0,964,4859,5823
539,2012-06-23,Fall,Clear,26.0,2657,4801,7458
540,2012-06-24,Fall,Clear,27.0,2551,4340,6891
541,2012-06-25,Fall,Clear,26.0,1139,5640,6779
542,2012-06-26,Fall,Clear,22.0,1077,6365,7442
543,2012-06-27,Fall,Clear,25.0,1077,6258,7335
544,2012-06-28,Fall,Clear,27.0,921,5958,6879
545,2012-06-29,Fall,Clear,31.0,829,4634,5463
546,2012-06-30,Fall,Clear,28.0,1455,4232,5687
547,2012-07-01,Fall,Clear,30.0,1421,4110,5531
548,2012-07-02,Fall,Clear,29.0,904,5323,6227
549,2012-07-03,Fall,Clear,29.0,1052,5608,6660
550,2012-07-04,Fall,Clear,29.0,2562,4841,7403
551,2012-07-05,Fall,Clear,31.0,1405,4836,6241
552,2012-07-06,Fall,Clear,31.0,1366,4841,6207
553,2012-07-07,Fall,Clear,32.0,1448,3392,4840
554,2012-07-08,Fall,Clear,31.0,1203,3469,4672
555,2012-07-09,Fall,Mist + Cloudy,25.0,998,5571,6569
556,2012-07-10,Fall,Mist + Cloudy,26.0,954,5336,6290
557,2012-07-11,Fall,Clear,26.0,975,6289,7264
558,2012-07-12,Fall,Clear,26.0,1032,6414,7446
559,2012-07-13,Fall,Mist + Cloudy,26.0,1511,5988,7499
560,2012-07-14,Fall,Mist + Cloudy,25.0,2355,4614,6969
561,2012-07-15,Fall,Clear,27.0,1920,4111,6031
562,2012-07-16,Fall,Clear,28.0,1088,5742,6830
563,2012-07-17,Fall,Clear,30.0,921,5865,6786
564,2012-07-18,Fall,Clear,29.0,799,4914,5713
565,2012-07-19,Fall,Clear,28.0,888,5703,6591
566,2012-07-20,Fall,Mist + Cloudy,23.0,747,5123,5870
567,2012-07-21,Fall,Light Snow/Rain,20.0,1264,3195,4459
568,2012-07-22,Fall,Mist + Cloudy,23.0,2544,4866,7410
569,2012-07-23,Fall,Clear,27.0,1135,5831,6966
570,2012-07-24,Fall,Clear,27.0,1140,6452,7592
571,2012-07-25,Fall,Clear,26.0,1383,6790,8173
572,2012-07-26,Fall,Clear,29.0,1036,5825,6861
573,2012-07-27,Fall,Clear,29.0,1259,5645,6904
574,2012-07-28,Fall,Clear,28.0,2234,4451,6685
575,2012-07-29,Fall,Clear,26.0,2153,4444,6597
576,2012-07-30,Fall,Clear,26.0,1040,6065,7105
577,2012-07-31,Fall,Clear,26.0,968,6248,7216
578,2012-08-01,Fall,Clear,26.0,1074,6506,7580
579,2012-08-02,Fall,Clear,27.0,983,6278,7261
580,2012-08-03,Fall,Mist + Cloudy,28.0,1328,5847,7175
581,2012-08-04,Fall,Clear,29.0,2345,4479,6824
582,2012-08-05,Fall,Clear,28.0,1707,3757,5464
583,2012-08-06,Fall,Mist + Cloudy,27.0,1233,5780,7013
584,2012-08-07,Fall,Mist + Cloudy,27.0,1278,5995,7273
585,2012-08-08,Fall,Mist + Cloudy,27.0,1263,6271,7534
586,2012-08-09,Fall,Clear,28.0,1196,6090,7286
587,2012-08-10,Fall,Mist + Cloudy,26.0,1065,4721,5786
588,2012-08-11,Fall,Mist + Cloudy,25.0,2247,4052,6299
589,2012-08-12,Fall,Clear,25.0,2182,4362,6544
590,2012-08-13,Fall,Clear,26.0,1207,5676,6883
591,2012-08-14,Fall,Clear,26.0,1128,5656,6784
592,2012-08-15,Fall,Clear,25.0,1198,6149,7347
593,2012-08-16,Fall,Clear,26.0,1338,6267,7605
594,2012-08-17,Fall,Clear,26.0,1483,5665,7148
595,2012-08-18,Fall,Clear,24.0,2827,5038,7865
596,2012-08-19,Fall,Mist + Cloudy,22.0,1208,3341,4549
597,2012-08-20,Fall,Mist + Cloudy,22.0,1026,5504,6530
598,2012-08-21,Fall,Clear,23.0,1081,5925,7006
599,2012-08-22,Fall,Clear,23.0,1094,6281,7375
600,2012-08-23,Fall,Clear,25.0,1363,6402,7765
601,2012-08-24,Fall,Mist + Cloudy,25.0,1325,6257,7582
602,2012-08-25,Fall,Mist + Cloudy,23.0,1829,4224,6053
603,2012-08-26,Fall,Mist + Cloudy,23.0,1483,3772,5255
604,2012-08-27,Fall,Clear,25.0,989,5928,6917
605,2012-08-28,Fall,Clear,26.0,935,6105,7040
606,2012-08-29,Fall,Clear,24.0,1177,6520,7697
607,2012-08-30,Fall,Clear,25.0,1172,6541,7713
608,2012-08-31,Fall,Clear,28.0,1433,5917,7350
609,2012-09-01,Fall,Mist + Cloudy,27.0,2352,3788,6140
610,2012-09-02,Fall,Mist + Cloudy,25.0,2613,3197,5810
611,2012-09-03,Fall,Clear,25.0,1965,4069,6034
612,2012-09-04,Fall,Clear,26.0,867,5997,6864
613,2012-09-05,Fall,Clear,27.0,832,6280,7112
614,2012-09-06,Fall,Mist + Cloudy,25.0,611,5592,6203
615,2012-09-07,Fall,Clear,25.0,1045,6459,7504
616,2012-09-08,Fall,Mist + Cloudy,23.0,1557,4419,5976
617,2012-09-09,Fall,Clear,21.0,2570,5657,8227
618,2012-09-10,Fall,Clear,19.0,1118,6407,7525
619,2012-09-11,Fall,Clear,19.0,1070,6697,7767
620,2012-09-12,Fall,Clear,20.0,1050,6820,7870
621,2012-09-13,Fall,Clear,21.0,1054,6750,7804
622,2012-09-14,Fall,Clear,22.0,1379,6630,8009
623,2012-09-15,Fall,Clear,21.0,3160,5554,8714
624,2012-09-16,Fall,Clear,19.0,2166,5167,7333
625,2012-09-17,Fall,Mist + Cloudy,19.0,1022,5847,6869
626,2012-09-18,Fall,Mist + Cloudy,21.0,371,3702,4073
627,2012-09-19,Fall,Clear,18.0,788,6803,7591
628,2012-09-20,Fall,Clear,18.0,939,6781,7720
629,2012-09-21,Fall,Clear,20.0,1250,6917,8167
630,2012-09-22,Fall,Clear,23.0,2512,5883,8395
631,2012-09-23,Winter,Clear,17.0,2454,5453,7907
632,2012-09-24,Winter,Clear,16.0,1001,6435,7436
633,2012-09-25,Winter,Clear,18.0,845,6693,7538
634,2012-09-26,Winter,Clear,22.0,787,6946,7733
635,2012-09-27,Winter,Mist + Cloudy,23.0,751,6642,7393
636,2012-09-28,Winter,Mist + Cloudy,21.0,1045,6370,7415
637,2012-09-29,Winter,Clear,17.0,2589,5966,8555
638,2012-09-30,Winter,Clear,17.0,2015,4874,6889
639,2012-10-01,Winter,Mist + Cloudy,16.0,763,6015,6778
640,2012-10-02,Winter,Light Snow/Rain,20.0,315,4324,4639
641,2012-10-03,Winter,Mist + Cloudy,23.0,728,6844,7572
642,2012-10-04,Winter,Mist + Cloudy,23.0,891,6437,7328
643,2012-10-05,Winter,Clear,21.0,1516,6640,8156
644,2012-10-06,Winter,Clear,18.0,3031,4934,7965
645,2012-10-07,Winter,Mist + Cloudy,12.0,781,2729,3510
646,2012-10-08,Winter,Mist + Cloudy,10.0,874,4604,5478
647,2012-10-09,Winter,Mist + Cloudy,13.0,601,5791,6392
648,2012-10-10,Winter,Clear,16.0,780,6911,7691
649,2012-10-11,Winter,Clear,12.0,834,6736,7570
650,2012-10-12,Winter,Clear,13.0,1060,6222,7282
651,2012-10-13,Winter,Clear,10.0,2252,4857,7109
652,2012-10-14,Winter,Clear,17.0,2080,4559,6639
653,2012-10-15,Winter,Mist + Cloudy,18.0,760,5115,5875
654,2012-10-16,Winter,Clear,14.0,922,6612,7534
655,2012-10-17,Winter,Clear,13.0,979,6482,7461
656,2012-10-18,Winter,Mist + Cloudy,17.0,1008,6501,7509
657,2012-10-19,Winter,Mist + Cloudy,18.0,753,4671,5424
658,2012-10-20,Winter,Clear,15.0,2806,5284,8090
659,2012-10-21,Winter,Clear,14.0,2132,4692,6824
660,2012-10-22,Winter,Clear,15.0,830,6228,7058
661,2012-10-23,Winter,Clear,18.0,841,6625,7466
662,2012-10-24,Winter,Clear,20.0,795,6898,7693
663,2012-10-25,Winter,Mist + Cloudy,18.0,875,6484,7359
664,2012-10-26,Winter,Mist + Cloudy,18.0,1182,6262,7444
665,2012-10-27,Winter,Mist + Cloudy,17.0,2643,5209,7852
666,2012-10-28,Winter,Mist + Cloudy,14.0,998,3461,4459
667,2012-10-29,Winter,Light Snow/Rain,13.0,2,20,22
668,2012-10-30,Winter,Mist + Cloudy,7.0,87,1009,1096
669,2012-10-31,Winter,Mist + Cloudy,9.0,419,5147,5566
670,2012-11-01,Winter,Mist + Cloudy,9.0,466,5520,5986
671,2012-11-02,Winter,Clear,9.0,618,5229,5847
672,2012-11-03,Winter,Mist + Cloudy,8.0,1029,4109,5138
673,2012-11-04,Winter,Clear,7.0,1201,3906,5107
674,2012-11-05,Winter,Clear,7.0,378,4881,5259
675,2012-11-06,Winter,Clear,5.0,466,5220,5686
676,2012-11-07,Winter,Mist + Cloudy,6.0,326,4709,5035
677,2012-11-08,Winter,Clear,9.0,340,4975,5315
678,2012-11-09,Winter,Clear,9.0,709,5283,5992
679,2012-11-10,Winter,Clear,10.0,2090,4446,6536
680,2012-11-11,Winter,Clear,12.0,2290,4562,6852
681,2012-11-12,Winter,Clear,15.0,1097,5172,6269
682,2012-11-13,Winter,Mist + Cloudy,8.0,327,3767,4094
683,2012-11-14,Winter,Clear,6.0,373,5122,5495
684,2012-11-15,Winter,Mist + Cloudy,7.0,320,5125,5445
685,2012-11-16,Winter,Clear,8.0,484,5214,5698
686,2012-11-17,Winter,Clear,7.0,1313,4316,5629
687,2012-11-18,Winter,Clear,8.0,922,3747,4669
688,2012-11-19,Winter,Mist + Cloudy,10.0,449,5050,5499
689,2012-11-20,Winter,Mist + Cloudy,10.0,534,5100,5634
690,2012-11-21,Winter,Clear,9.0,615,4531,5146
691,2012-11-22,Winter,Clear,8.0,955,1470,2425
692,2012-11-23,Winter,Clear,9.0,1603,2307,3910
693,2012-11-24,Winter,Clear,5.0,532,1745,2277
694,2012-11-25,Winter,Clear,4.0,309,2115,2424
695,2012-11-26,Winter,Clear,7.0,337,4750,5087
696,2012-11-27,Winter,Mist + Cloudy,6.0,123,3836,3959
697,2012-11-28,Winter,Clear,6.0,198,5062,5260
698,2012-11-29,Winter,Clear,5.0,243,5080,5323
699,2012-11-30,Winter,Clear,6.0,362,5306,5668
700,2012-12-01,Winter,Mist + Cloudy,6.0,951,4240,5191
701,2012-12-02,Winter,Mist + Cloudy,8.0,892,3757,4649
702,2012-12-03,Winter,Clear,13.0,555,5679,6234
703,2012-12-04,Winter,Clear,14.0,551,6055,6606
704,2012-12-05,Winter,Clear,13.0,331,5398,5729
705,2012-12-06,Winter,Clear,4.0,340,5035,5375
706,2012-12-07,Winter,Mist + Cloudy,7.0,349,4659,5008
707,2012-12-08,Winter,Mist + Cloudy,10.0,1153,4429,5582
708,2012-12-09,Winter,Mist + Cloudy,10.0,441,2787,3228
709,2012-12-10,Winter,Mist + Cloudy,12.0,329,4841,5170
710,2012-12-11,Winter,Mist + Cloudy,9.0,282,5219,5501
711,2012-12-12,Winter,Mist + Cloudy,6.0,310,5009,5319
712,2012-12-13,Winter,Clear,6.0,425,5107,5532
713,2012-12-14,Winter,Clear,5.0,429,5182,5611
714,2012-12-15,Winter,Clear,7.0,767,4280,5047
715,2012-12-16,Winter,Mist + Cloudy,9.0,538,3248,3786
716,2012-12-17,Winter,Mist + Cloudy,10.0,212,4373,4585
717,2012-12-18,Winter,Clear,11.0,433,5124,5557
718,2012-12-19,Winter,Clear,8.0,333,4934,5267
719,2012-12-20,Winter,Mist + Cloudy,8.0,314,3814,4128
720,2012-12-21,Spring,Mist + Cloudy,7.0,221,3402,3623
721,2012-12-22,Spring,Clear,4.0,205,1544,1749
722,2012-12-23,Spring,Clear,4.0,408,1379,1787
723,2012-12-24,Spring,Mist + Cloudy,3.0,174,746,920
724,2012-12-25,Spring,Mist + Cloudy,6.0,440,573,1013
725,2012-12-26,Spring,Light Snow/Rain,3.0,9,432,441
726,2012-12-27,Spring,Mist + Cloudy,4.0,247,1867,2114
727,2012-12-28,Spring,Mist + Cloudy,4.0,644,2451,3095
728,2012-12-29,Spring,Mist + Cloudy,4.0,159,1182,1341
729,2012-12-30,Spring,Clear,4.0,364,1432,1796
730,2012-12-31,Spring,Mist + Cloudy,2.0,439,2290,2729
